time,open,high,low,close,Volume
1738940514,1053.75,1053.75,1053.75,1053.75,37
1738940525,1054,1054,1054,1054,1
1738940526,1053.75,1053.75,1053.75,1053.75,2
1738940530,1053.75,1053.75,1053.75,1053.75,5
1738940532,1053.75,1053.75,1053.5,1053.5,3
1738940534,1053.5,1053.5,1053.5,1053.5,2
1738940535,1053.5,1053.5,1053.5,1053.5,1
1738940539,1053.5,1053.75,1053.5,1053.5,25
1738940540,1053.5,1053.5,1053.5,1053.5,1
1738940544,1053.75,1053.75,1053.75,1053.75,1
1738940546,1053.5,1053.5,1053.25,1053.25,11
1738940550,1053.5,1053.5,1053.5,1053.5,1
1738940555,1053.5,1053.5,1053.5,1053.5,1
1738940556,1053.25,1053.25,1053.25,1053.25,3
1738940558,1053.25,1053.25,1053.25,1053.25,4
1738940560,1053.5,1053.5,1053.5,1053.5,1
1738940563,1053.25,1053.25,1053,1053,72
1738940564,1053,1053,1053,1053,1
1738940585,1053,1053,1053,1053,1
1738940591,1053,1053,1053,1053,1
1738940596,1053,1053,1052.75,1052.75,104
1738940601,1052.75,1052.75,1052.75,1052.75,1
1738940608,1052.75,1052.75,1052.75,1052.75,5
1738940609,1052.75,1052.75,1052.75,1052.75,11
1738940615,1052.75,1052.75,1052.75,1052.75,5
1738940617,1052.75,1052.75,1052.5,1052.75,210
1738940628,1052.5,1052.5,1052.5,1052.5,1
1738940645,1052.75,1052.75,1052.75,1052.75,2
1738940647,1052.5,1052.5,1052.5,1052.5,61
1738940649,1052.75,1052.75,1052.75,1052.75,4
1738940650,1052.75,1052.75,1052.75,1052.75,5
1738940652,1052.75,1052.75,1052.75,1052.75,1
1738940667,1052.75,1052.75,1052.75,1052.75,1
1738940670,1053,1053,1053,1053,7
1738940671,1052.75,1052.75,1052.75,1052.75,2
1738940673,1052.75,1052.75,1052.75,1052.75,1
1738940675,1053,1053,1053,1053,7
1738940703,1053.25,1053.25,1053.25,1053.25,11
1738940705,1053.5,1053.5,1053.25,1053.5,127
1738940710,1053.5,1053.5,1053.5,1053.5,8
1738940711,1053.5,1053.5,1053.5,1053.5,1
1738940712,1053.5,1053.5,1053.5,1053.5,1
1738940716,1053.75,1053.75,1053.75,1053.75,1
1738940728,1053.5,1053.5,1053.5,1053.5,1
1738940735,1053.5,1053.5,1053.5,1053.5,1
1738940748,1053.5,1053.5,1053.5,1053.5,8
1738940754,1053.5,1053.5,1053.5,1053.5,6
1738940765,1053.5,1053.5,1053.5,1053.5,2
1738940777,1053.5,1053.5,1053.5,1053.5,22
1738940778,1053.5,1053.5,1053.5,1053.5,1
1738940780,1053.5,1053.5,1053.5,1053.5,1
1738940788,1053.5,1053.5,1053.5,1053.5,3
1738940790,1053.5,1053.5,1053.5,1053.5,1
1738940794,1053.5,1053.5,1053.5,1053.5,6
1738940795,1053.5,1053.5,1053.5,1053.5,2
1738940797,1053.25,1053.25,1053.25,1053.25,2
1738940800,1053,1053,1053,1053,1
1738940807,1053,1053,1053,1053,2
1738940809,1053,1053,1053,1053,52
1738940812,1053,1053,1053,1053,12
1738940822,1053,1053,1053,1053,5
1738940825,1053,1053,1053,1053,8
1738940826,1053,1053,1053,1053,1
1738940831,1053,1053,1053,1053,2
1738940832,1053,1053,1053,1053,8
1738940842,1053.25,1053.25,1053.25,1053.25,9
1738940843,1053.5,1053.5,1053.5,1053.5,2
1738940855,1053.5,1053.5,1053.5,1053.5,5
1738940859,1053.75,1053.75,1053.75,1053.75,66
1738940862,1053.75,1053.75,1053.75,1053.75,3
1738940869,1053.75,1053.75,1053.75,1053.75,1
1738940870,1053.75,1053.75,1053.75,1053.75,10
1738940877,1053.5,1053.5,1053.5,1053.5,15
1738940878,1053.5,1053.5,1053.5,1053.5,1
1738940879,1053.5,1053.5,1053.5,1053.5,1
1738940885,1053.75,1053.75,1053.75,1053.75,1
1738940891,1053.5,1053.5,1053.5,1053.5,4
1738940892,1053.5,1053.5,1053.5,1053.5,3
1738940906,1053.5,1053.5,1053.5,1053.5,5
1738940909,1053.5,1053.5,1053.5,1053.5,2
1738940913,1053.5,1053.5,1053.5,1053.5,5
1738940915,1053.5,1053.5,1053.5,1053.5,6
1738940938,1053.5,1053.5,1053.5,1053.5,24
1738940941,1053.5,1053.5,1053.5,1053.5,6
1738940945,1053.75,1053.75,1053.5,1053.5,3
1738940956,1053.5,1053.5,1053.5,1053.5,6
1738940962,1053.5,1053.5,1053.5,1053.5,6
1738940973,1053.5,1053.5,1053.25,1053.25,14
1738940975,1053.25,1053.25,1053.25,1053.25,1
1738940986,1053.25,1053.5,1053.25,1053.5,60
1738940987,1053.25,1053.25,1053.25,1053.25,1
1738940993,1053.25,1053.25,1053.25,1053.25,26
1738941000,1053.25,1053.25,1053.25,1053.25,10
1738941002,1053.25,1053.25,1053,1053.25,7
1738941005,1053.5,1053.5,1053.5,1053.5,2
1738941007,1053.25,1053.25,1053.25,1053.25,6
1738941018,1053.25,1053.25,1053.25,1053.25,5
1738941020,1053.25,1053.25,1053.25,1053.25,1
1738941025,1053.25,1053.25,1053.25,1053.25,8
